,0
0,7.103869762611391
1,9.214353927942556
2,8.008720130961057
3,6.17794882244048
4,4.835605548869533
5,3.9185571606927008
6,3.212259646024608
7,2.639933498664411
8,2.203197839043399
9,1.895262121873981
10,1.662252406533767
11,1.465331241118076
12,1.294551675847147
13,1.1455671014624118
14,1.015054833233772
15,0.9008083481943285
16,0.801154717289534
17,0.7145647548521944
18,0.6394970343659095
19,0.5743305436191908
20,0.5175761155562746
21,0.4679950691478567
22,0.42454831293895096
23,0.38634532548813194
24,0.35262859833391985
25,0.3227608228692768
26,0.29620526331422586
27,0.2725076734436794
28,0.25128355413812514
29,0.23220833176934952
30,0.21500814918418668
31,0.19945100578644087
32,0.18533882349733136
33,0.17250093441131686
34,0.16078917887623045
35,0.1500744704180177
36,0.14024444109460948
37,0.1312017127723818
38,0.12286241381428392
39,0.1151546966402464
40,0.1080171562747507
41,0.1013971725627888
42,0.09524927646644253
43,0.08953366422808055
44,0.08421495996530445
45,0.07926127680089066
46,0.07464357107067131
47,0.0703352409054824
48,0.0663118978153264
49,0.06255123717366581
50,0.05903294499501998
51,0.05573859742801955
52,0.05265153038773653
53,0.049756675630257416
54,0.04704037350831333
55,0.044490180116324364
56,0.04209468748570557
57,0.0398433712887359
58,0.037726473441453204
59,0.035734919525491834
60,0.03386026502048548
61,0.03209466100556089
62,0.03043082939564451
63,0.028862039391072392
64,0.027382079741530518
65,0.025985224698789854
66,0.0246661943585186
67,0.023420111963455507
68,0.022242461485087767
69,0.02112904853914814
70,0.020075966739570038
71,0.019079570351192655
72,0.018136452925780835
73,0.017243430753213444
74,0.01639752954587625
75,0.015595972786213668
76,0.014836170498866692
77,0.014115707708347563
78,0.013432332359016334
79,0.012783942888505219
80,0.0121685758926819
81,0.01158439438780641
82,0.011029677094904095
83,0.010502808999395433
84,0.010002273238733938
85,0.009526644195851907
86,0.009074581560938044
87,0.008644825080654079
88,0.008236189735186706
89,0.00784756114941994
90,0.007477891129748798
91,0.0071261932992783255
92,0.006791538864540773
93,0.0064730525785823495
94,0.006169908968722162
95,0.005881328879246394
96,0.005606576349618844
97,0.00534495581750176
98,0.005095809610843263
99,0.004858515678957738
100,0.004632485509789129
101,0.004417162187421944
102,0.004212018556683631
103,0.004016555476220552
104,0.0038303001542051426
105,0.003652804569568121
106,0.0034836439855405426
107,0.0033224155618327587
108,0.003168737068296247
109,0.003022245698103935
110,0.0028825969738915246
111,0.0027494637370387032
112,0.0026225352088491507
113,0.0025015161127808576
114,0.002386125848620341
115,0.0022760977119487755
116,0.00217117815473936
117,0.002071126084954887
118,0.0019757122042940644
119,0.0018847183837166425
120,0.0017979370762075662
121,0.0017151707656638956
122,0.0016362314500854539
123,0.0015609401566533498
124,0.0014891264859364787
125,0.0014206281824228717
126,0.001355290728799474
127,0.00129296696180679
128,0.0012335167079680963
129,0.0011768064379289952
130,0.001122708938483397
131,0.0010711030015607965
132,0.001021873129527825
133,0.0009749092561344128
134,0.0009301064823635039
135,0.0008873648263620985
136,0.0008465889865787292
137,0.0008076881172206765
138,0.000770575615182
139,0.0007351689176664653
140,0.0007013893098233188
141,0.0006691617418119266
142,0.0006384146547954657
143,0.0006090798154290927
