,0
0,1.0
1,0.18506500698041434
2,0.0810071419177533
3,0.05427241784303877
4,0.043415365045369456
5,0.03257645028549243
6,0.028614342480603752
7,0.023055454233718613
8,0.021318912415199325
9,0.017969031617336324
10,0.016892222293002718
11,0.014526619813366604
12,0.01385158255616128
13,0.012099949605895995
14,0.011797587785736247
15,0.01061660057220731
16,0.010533372618348445
17,0.009605981683159327
18,0.009571130676860695
19,0.008912796257486803
20,0.0088919049565545
21,0.008409416776678698
22,0.008340674330711543
23,0.007959734665740556
24,0.007855076969337928
25,0.007559329025212973
26,0.007335437631899369
27,0.007032588640248305
28,0.006881259676771655
29,0.006716004714160327
30,0.006638868350272788
31,0.00653478292242199
32,0.006455170914534384
33,0.00633126026445471
34,0.00620033603343094
35,0.0060357482474902606
36,0.005870560335360936
37,0.00569752941654616
38,0.005467453768900987
39,0.005252310232106971
40,0.005064478589780193
41,0.004897140472780651
42,0.004764637742838028
43,0.004619250687448158
44,0.004481439098769434
45,0.004287874671533984
46,0.0041448176083891085
47,0.00403952636182688
48,0.0039613119783902945
49,0.0038939001068342095
50,0.0038253506865246344
51,0.003745124380166249
52,0.003551484075618629
53,0.003347046750356116
54,0.0031455801904589605
55,0.0029584450377416506
56,0.002711424494315627
57,0.0024962244668634503
58,0.0023153048356959523
59,0.002169095133517962
60,0.0020621100425030395
61,0.001979937719502225
62,0.0019196583312875433
63,0.001876104829818439
64,0.0018426631620616556
65,0.0018073975558674182
66,0.001756765173772122
67,0.0016894510949525838
68,0.0016145139586547837
69,0.0015357250798879434
70,0.0014598630139975731
71,0.0013966959323893499
72,0.0013425924862004032
73,0.001297323250235371
74,0.0012599093612402465
75,0.0012091365371953494
76,0.0011858894444681221
77,0.001178708155029021
78,0.0011193989940220272
79,0.0010731306742152082
80,0.00103967685480214
81,0.0010179419507775967
82,0.0010042176435120214
83,0.00099360734386855
84,0.0009817901833428474
85,0.0009660098596441618
86,0.0009480801530096607
87,0.0009298056038318034
88,0.0009104912227390913
89,0.0008907049884940271
90,0.0008726202242956895
91,0.0008379401684738062
92,0.0008081287700915675
93,0.0007828969506441184
94,0.0007625537917882125
95,0.0007451907455115106
96,0.0007319962516604118
97,0.0007190308880146212
98,0.000705243389072641
99,0.0006902859794794608
100,0.0006770745377000128
101,0.0006642198419688843
102,0.0006519243692865499
103,0.0006404716838602517
104,0.0006037813341570891
105,0.0005909634787749947
106,0.0005823209294961004
107,0.0005773640998387288
108,0.0005743391150009763
109,0.0005714148705744241
110,0.0005671759750161915
111,0.0005608254268848547
112,0.0005528208864343192
113,0.0005437964207112361
114,0.0005227909167509285
115,0.0005072500520643061
116,0.0004960252989883821
117,0.0004872135521416555
118,0.00047929639836355686
119,0.00047139362103218495
120,0.00046442476307100727
121,0.0004579204195082468
122,0.00045151304827520996
123,0.0004449985252084714
124,0.00043842670861654067
125,0.00043187402881043614
126,0.0004254609599265663
127,0.0004192517373555243
128,0.0004132770266980041
129,0.0004043965808380694
130,0.0003859711408576955
131,0.00037383899497953147
132,0.0003663865467904725
133,0.00036154061746555783
134,0.00035746362317513885
135,0.000353502405408542
136,0.00034787266626636504
137,0.00034051321992734817
138,0.00033195641309016803
139,0.0003230083916486056
140,0.00031445694063001394
141,0.00030686405650099866
142,0.0003100208539402169
143,0.00030778888658340817
144,0.0003003927232425249
145,0.00028959581865132937
146,0.0002773664371279256
147,0.000265331279675179
148,0.00025466072287489436
149,0.0002459215079097597
150,0.0002389169115450272
151,0.00023402706568933498
152,0.00023069243602590614
153,0.00022760950909212505
154,0.00022439112000378984
155,0.00022077927130029657
156,0.00021028549170295388
157,0.00020214630304627275
158,0.00019615400997741666
159,0.00019186464023189035
160,0.00018866500397618906
161,0.00018593491430238086
162,0.0001831810751532813
163,0.0001801066704211682
164,0.0001766210910235198
165,0.00016699778308809125
166,0.0001604034035444964
167,0.00015639272047237012
168,0.00015186402814447737
169,0.0001490293863563117
170,0.00014679221476698737
171,0.00014479116685926793
172,0.00014258205048723227
173,0.00014019673503246354
174,0.00013761033984868276
175,0.0001348679135551704
176,0.0001320517598131775
177,0.0001292436974833504
178,0.00012650775511256144
179,0.0001238748697988597
180,0.00012124183323676737
181,0.00011822396006383497
182,0.00011398006587558164
183,0.00011057185346475176
184,0.00010802544764223427
185,0.00010618004419741861
186,0.00010479258364193282
187,0.00010361031599066673
188,0.00010241526076386963
189,0.0001010500399852797
190,9.885985790399635e-05
191,9.672909516340723e-05
192,9.463271415831797e-05
193,9.223743638793103e-05
194,8.947073050831344e-05
195,8.333489449642138e-05
196,7.898259940782365e-05
197,7.623255728268567e-05
198,7.471352131742468e-05
199,7.39632981917477e-05
200,7.026405636180204e-05
201,6.763346443445551e-05
202,6.583328189403663e-05
203,6.459602096650795e-05
204,6.366110763512655e-05
205,6.280401561591988e-05
206,6.185786443924486e-05
207,6.072075348810657e-05
208,5.880510791574701e-05
209,5.679759935086856e-05
210,5.4878237892769034e-05
211,5.298610805639621e-05
212,5.1185508241451805e-05
213,4.971267362973255e-05
214,4.8519202353292685e-05
215,4.748327669392497e-05
216,4.67118630656917e-05
217,4.600309518901266e-05
218,4.5182007361294587e-05
219,4.413348550119563e-05
220,4.281658634983053e-05
221,4.139016848881792e-05
222,3.987511905600107e-05
223,3.8379792697042385e-05
224,3.715765624105912e-05
225,3.602748526439701e-05
226,3.519731228881446e-05
227,3.457599620649638e-05
228,3.4103585406552324e-05
229,3.36837638931346e-05
230,3.325583455767145e-05
231,3.2789232835100525e-05
232,3.227691468537837e-05
233,3.172686212175834e-05
234,3.0743817353372925e-05
235,2.994871913184327e-05
236,2.9314681144568203e-05
237,2.8790770223404303e-05
238,2.8321652504849054e-05
239,2.7860476985315104e-05
240,2.7422342042257327e-05
241,2.6993452954577753e-05
242,2.6557349189881224e-05
243,2.6106374924023262e-05
244,2.5639801430539353e-05
245,2.5161459647371053e-05
246,2.4677402827308305e-05
247,2.4206891900334077e-05
248,2.371766131699453e-05
249,2.32333175218016e-05
250,2.276828031665353e-05
251,2.232879864001117e-05
252,2.1915717404843897e-05
253,2.1525999090847862e-05
254,2.115477345742184e-05
255,2.0905023403821782e-05
256,2.057301210834841e-05
257,2.0185394504538917e-05
258,1.980271251450335e-05
259,1.9428972211555054e-05
260,1.8588545347457844e-05
261,1.7979670322322543e-05
262,1.7569865851444095e-05
263,1.729588414458426e-05
264,1.7093208230393754e-05
265,1.691010760512617e-05
266,1.640052028650146e-05
267,1.6004105547320214e-05
268,1.5701105691241082e-05
269,1.5454592574102327e-05
270,1.524855048086417e-05
271,1.5064984292615104e-05
272,1.4876839034625087e-05
273,1.4493818837852636e-05
274,1.4160417541671428e-05
275,1.3856710681444047e-05
276,1.356710102296925e-05
277,1.3280935977021033e-05
278,1.299302308790876e-05
279,1.2703028602372332e-05
280,1.2214925525309182e-05
281,1.1803205186242168e-05
282,1.1464297590915956e-05
283,1.1193178406085852e-05
284,1.1009964082552147e-05
285,1.0888346344563519e-05
286,1.0480924827869771e-05
287,1.0143829260598567e-05
288,9.88354268458302e-06
289,9.672669368278011e-06
290,9.479263777729335e-06
291,9.275464118944672e-06
292,9.042910214236166e-06
293,8.774993534862243e-06
294,8.476064658891746e-06
295,8.158372293184403e-06
296,7.837832281934773e-06
297,7.529780034066616e-06
298,7.2456414409140384e-06
299,7.003702433363416e-06
300,6.7761066961976254e-06
301,6.472921963864295e-06
302,6.254661779399182e-06
303,6.116011996251343e-06
304,6.041121939190319e-06
305,6.001498226876618e-06
306,5.964843968642502e-06
307,5.906967774785422e-06
308,5.8151828025102805e-06
309,5.6883119118167786e-06
310,5.534177792506914e-06
311,5.365740070430256e-06
312,5.101227910511695e-06
313,4.867051370793831e-06
314,4.679858073220511e-06
315,4.507131400714572e-06
316,4.354109758895066e-06
317,4.218701937425163e-06
318,4.097867473581549e-06
319,3.988040478407308e-06
320,3.885581859531805e-06
321,3.7871582259022683e-06
322,3.6900155905302145e-06
323,3.5921400067875377e-06
324,3.492311332699029e-06
325,3.400324281338234e-06
326,3.3121328895116945e-06
327,3.228370466857487e-06
328,3.14841281151794e-06
329,3.070808995041894e-06
330,2.999541296991329e-06
331,2.927790213265076e-06
332,2.8563263486108267e-06
333,2.7857528802603104e-06
334,2.7164725254716346e-06
335,2.648706202145289e-06
336,2.5868757133472006e-06
337,2.527888992245327e-06
338,2.437580588851258e-06
339,2.368413529955812e-06
340,2.316113783545763e-06
341,2.274735848282825e-06
342,2.2317247155025274e-06
343,2.194242882837119e-06
344,2.1591444124341145e-06
345,2.101294690625514e-06
346,2.053960714956741e-06
347,2.0127435357430388e-06
348,1.9732297741514383e-06
349,1.9321242215791793e-06
350,1.8877594117197798e-06
351,1.8447281679438195e-06
352,1.799949968593459e-06
353,1.754903025965868e-06
354,1.7109465157779302e-06
355,1.6727026411186577e-06
356,1.640122944603949e-06
357,1.6118076091576188e-06
358,1.5859801017531532e-06
359,1.5609883103695763e-06
360,1.5354681298147604e-06
361,1.5080470429134856e-06
362,1.480268818916335e-06
363,1.4531367867802024e-06
364,1.4136887704886572e-06
365,1.38406877804261e-06
366,1.3607025978701436e-06
367,1.3404040211046266e-06
368,1.3208685556863742e-06
369,1.3007933357528572e-06
370,1.279744570151254e-06
371,1.257897091968884e-06
372,1.2357464486649334e-06
373,1.2138622713634186e-06
374,1.1927165376397182e-06
375,1.1597614173250512e-06
376,1.1387735457844652e-06
377,1.1247307334018606e-06
378,1.1119162494139722e-06
379,1.0986414620275466e-06
380,1.0854033678808243e-06
381,1.0723668792962152e-06
382,1.0592503885890174e-06
383,1.0460655084385232e-06
384,1.0314169504528033e-06
385,1.0194799341108696e-06
386,1.00828617380028e-06
387,9.788930614417793e-07
388,9.59488790097919e-07
389,9.463681036242796e-07
390,9.255820654837096e-07
391,9.118551490057313e-07
392,8.967541268454655e-07
393,8.860423579098846e-07
394,8.766037870222553e-07
395,8.662578720723159e-07
396,8.537942728993181e-07
397,8.388651432757554e-07
398,8.217680188511551e-07
399,8.031876179247688e-07
400,7.807423686858342e-07
401,7.587165720400271e-07
402,7.381161001253589e-07
403,7.218401605652326e-07
404,7.070131328920094e-07
405,6.881823667544451e-07
406,6.734078556205125e-07
407,6.609263637493366e-07
408,6.491144596739078e-07
409,6.36841145202727e-07
410,6.236079759459495e-07
411,6.094808982432046e-07
412,5.948918815213115e-07
413,5.804032719560272e-07
414,5.665077691967302e-07
415,5.535060606809127e-07
416,5.279691451016926e-07
417,5.058970743934361e-07
418,4.808742804879764e-07
419,4.615556015850136e-07
420,4.488254708765596e-07
421,4.402975248205065e-07
422,4.34160468475002e-07
423,4.286337861716472e-07
424,4.2235309000926723e-07
425,4.145591004550279e-07
426,4.0296306517252696e-07
427,3.9016461747412395e-07
428,3.7654991242409766e-07
429,3.636290975096281e-07
430,3.5218559974300836e-07
431,3.417804999060447e-07
432,3.324473745138269e-07
433,3.2410794917453355e-07
434,3.1661417251981736e-07
435,3.0606699793163894e-07
436,2.9899784632335307e-07
437,2.942180168734621e-07
438,2.905536553850815e-07
439,2.8699831123460153e-07
440,2.828382559880323e-07
441,2.777004287410758e-07
442,2.648124471104482e-07
443,2.5253412597220444e-07
444,2.4146309458115237e-07
445,2.3187190035583198e-07
446,2.2375156173023523e-07
447,2.1688021239095914e-07
448,2.1142345299842137e-07
449,2.0682705715678717e-07
450,1.9743392379738684e-07
451,1.9106397845262613e-07
452,1.8724902051393288e-07
453,1.8517269990436493e-07
454,1.838968881679688e-07
455,1.7735688649453788e-07
456,1.7181919969091145e-07
457,1.6769110653532268e-07
458,1.6455557679119328e-07
459,1.6192221977756157e-07
460,1.59369341681835e-07
461,1.5662022246505504e-07
462,1.535596908454135e-07
463,1.5020891350418661e-07
464,1.466770341434654e-07
465,1.42795147738979e-07
466,1.39396107952599e-07
467,1.3632872582798634e-07
468,1.2949542132231803e-07
469,1.2394608749331555e-07
470,1.198468625683944e-07
471,1.1702249906287754e-07
472,1.1504779036630298e-07
473,1.1032421125261695e-07
474,1.0563550030338631e-07
475,1.0100659679785596e-07
476,9.653200638673052e-08
477,9.229213928046918e-08
478,8.834244718432087e-08
479,8.471399690501881e-08
480,8.205561995635212e-08
481,8.019960817414464e-08
482,7.865989832801174e-08
483,7.736198272106866e-08
484,7.622606048097227e-08
485,7.517746846792858e-08
486,7.415313701674778e-08
487,7.31060199457376e-08
488,7.200661356881115e-08
489,7.084273441810472e-08
490,6.961740258538643e-08
491,6.834569842331451e-08
492,6.705073385077546e-08
493,6.575928217083126e-08
494,6.357042726635141e-08
495,6.191334739181416e-08
496,6.042116803376084e-08
497,5.910698196185915e-08
498,5.7958844253680206e-08
499,5.6927619389058895e-08
500,5.59648639616014e-08
501,5.496873624763233e-08
502,5.392437589900186e-08
503,5.283845324039719e-08
504,5.186722375250277e-08
505,5.102573242478679e-08
506,5.0191300868238826e-08
507,4.9373103431516645e-08
508,4.8482027157498056e-08
509,4.755905049597073e-08
510,4.6750855983712284e-08
511,4.6014849149271684e-08
512,4.53813998770968e-08
513,4.485307794986876e-08
514,4.4410854726559993e-08
515,4.4023152188516346e-08
516,4.369282175488139e-08
517,4.33782034075417e-08
518,4.3048983749130485e-08
519,4.269016348529281e-08
520,4.217541740761539e-08
521,4.1703331559503473e-08
522,4.12605755374924e-08
